user_id,show_id,rating
user_0026,drama_0252,4.5
user_0026,drama_0026,5.0
user_0026,drama_0270,4.5
user_0026,drama_0348,4.0
user_0026,drama_0014,5.0
user_0026,drama_0122,4.5
user_0026,drama_0230,4.5
user_0026,drama_0179,4.5
user_0026,drama_0151,4.5
user_0026,drama_0333,4.0
user_0026,drama_0114,4.5
user_0026,drama_0202,5.0
user_0026,drama_0034,5.0
user_0026,drama_0137,4.5
user_0026,drama_0229,4.5
user_0026,drama_0075,5.0
user_0026,drama_0098,5.0
user_0026,drama_0038,5.0
user_0026,drama_0339,4.5
user_0026,drama_0273,4.0
user_0026,drama_0042,4.0
user_0027,drama_0300,4.5
user_0027,drama_0280,4.5
user_0027,drama_0285,4.0
user_0027,drama_0007,5.0
user_0027,drama_0168,4.5
user_0027,drama_0131,4.5
user_0027,drama_0234,5.0
user_0027,drama_0286,4.0
user_0027,drama_0154,4.5
user_0027,drama_0328,4.5
user_0027,drama_0172,5.0
user_0027,drama_0064,4.5
user_0027,drama_0327,4.5
user_0027,drama_0008,5.0
user_0027,drama_0241,4.5
user_0027,drama_0315,4.0
user_0027,drama_0294,5.0
user_0028,drama_0337,3.5
user_0028,drama_0117,4.5
user_0028,drama_0179,4.5
user_0028,drama_0088,4.5
user_0028,drama_0026,5.0
user_0028,drama_0047,4.5
user_0028,drama_0157,4.5
user_0028,drama_0276,5.0
user_0028,drama_0037,5.0
user_0028,drama_0039,5.0
user_0028,drama_0018,5.0
user_0028,drama_0289,3.5
user_0028,drama_0306,4.5
user_0028,drama_0169,4.5
user_0028,drama_0109,4.5
user_0028,drama_0146,5.0
user_0028,drama_0293,4.5
user_0029,drama_0190,5.0
user_0029,drama_0239,4.5
user_0029,drama_0243,5.0
user_0029,drama_0144,4.5
user_0029,drama_0186,5.0
user_0029,drama_0134,5.0
user_0029,drama_0316,4.0
user_0029,drama_0291,5.0
user_0029,drama_0161,5.0
user_0029,drama_0070,4.0
user_0029,drama_0097,5.0
user_0029,drama_0125,5.0
user_0029,drama_0169,4.5
user_0029,drama_0009,5.0
user_0029,drama_0213,4.5
user_0029,drama_0162,5.0
user_0029,drama_0083,4.5
user_0029,drama_0303,5.0
user_0029,drama_0107,5.0
user_0029,drama_0154,5.0
user_0029,drama_0094,4.5
user_0029,drama_0113,5.0
user_0029,drama_0274,4.5
user_0029,drama_0293,4.0
user_0029,drama_0058,5.0
user_0029,drama_0326,5.0
user_0029,drama_0198,5.0
user_0029,drama_0328,4.0
user_0029,drama_0205,4.0
user_0029,drama_0260,4.5
user_0030,drama_0060,4.5
user_0030,drama_0176,4.5
user_0030,drama_0020,5.0
user_0030,drama_0269,4.0
user_0030,drama_0337,4.0
user_0030,drama_0139,4.5
user_0030,drama_0216,5.0
user_0030,drama_0204,5.0
user_0030,drama_0170,4.0
user_0030,drama_0003,5.0
user_0030,drama_0217,4.5
user_0030,drama_0163,4.5
user_0030,drama_0085,4.5
user_0031,drama_0244,5.0
user_0031,drama_0056,5.0
user_0031,drama_0136,4.0
user_0031,drama_0332,4.5
user_0031,drama_0163,4.5
user_0031,drama_0297,5.0
user_0031,drama_0012,5.0
user_0031,drama_0304,4.5
user_0031,drama_0076,5.0
user_0031,drama_0299,4.5
user_0031,drama_0280,4.5
user_0031,drama_0065,5.0
user_0031,drama_0216,4.5
user_0031,drama_0243,5.0
user_0031,drama_0015,5.0
user_0031,drama_0142,4.0
user_0031,drama_0272,4.5
user_0031,drama_0116,5.0
user_0031,drama_0084,4.5
user_0031,drama_0105,4.0
user_0031,drama_0185,5.0
user_0031,drama_0085,5.0
user_0031,drama_0348,4.0
user_0031,drama_0145,4.5
user_0031,drama_0337,4.5
user_0031,drama_0160,5.0
user_0031,drama_0318,4.0
user_0032,drama_0297,5.0
user_0032,drama_0343,4.0
user_0032,drama_0122,4.5
user_0032,drama_0186,5.0
user_0032,drama_0327,4.5
user_0032,drama_0243,4.5
user_0032,drama_0017,5.0
user_0032,drama_0313,4.0
user_0032,drama_0086,5.0
user_0032,drama_0056,4.5
user_0032,drama_0304,4.5
user_0032,drama_0207,5.0
user_0032,drama_0321,3.5
user_0032,drama_0266,4.0
user_0032,drama_0179,5.0
user_0032,drama_0168,5.0
user_0032,drama_0277,4.5
user_0032,drama_0188,4.0
user_0033,drama_0282,4.5
user_0033,drama_0302,4.5
user_0033,drama_0023,4.5
user_0033,drama_0049,4.5
user_0033,drama_0039,4.0
user_0033,drama_0069,4.0
user_0033,drama_0086,4.5
user_0033,drama_0201,4.5
user_0033,drama_0326,4.0
user_0033,drama_0273,4.0
user_0033,drama_0068,4.5
user_0033,drama_0033,5.0
user_0033,drama_0134,4.0
user_0033,drama_0287,4.0
user_0033,drama_0304,3.5
user_0033,drama_0118,4.0
user_0033,drama_0166,3.5
user_0033,drama_0312,4.0
user_0033,drama_0300,4.5
user_0033,drama_0097,3.5
user_0033,drama_0327,4.0
user_0033,drama_0186,4.0
user_0033,drama_0163,4.0
user_0033,drama_0005,4.5
user_0033,drama_0016,4.0
user_0033,drama_0107,4.0
user_0033,drama_0126,5.0
user_0033,drama_0236,4.0
user_0033,drama_0147,4.0
user_0034,drama_0021,4.5
user_0034,drama_0318,3.5
user_0034,drama_0287,3.5
user_0034,drama_0302,4.0
user_0034,drama_0033,4.5
user_0034,drama_0161,4.5
user_0034,drama_0247,4.0
user_0034,drama_0065,4.5
user_0034,drama_0182,4.0
user_0034,drama_0136,4.0
user_0034,drama_0242,3.5
user_0034,drama_0006,4.5
user_0034,drama_0198,4.5
user_0034,drama_0251,4.0
user_0034,drama_0132,4.0
user_0034,drama_0034,4.0
user_0034,drama_0044,5.0
user_0034,drama_0086,4.5
user_0034,drama_0319,4.0
user_0034,drama_0231,4.5
user_0034,drama_0255,4.0
user_0035,drama_0118,4.5
user_0035,drama_0275,5.0
user_0035,drama_0033,4.5
user_0035,drama_0220,4.5
user_0035,drama_0012,5.0
user_0035,drama_0134,4.5
user_0035,drama_0196,4.5
user_0035,drama_0225,5.0
user_0036,drama_0327,4.0
user_0036,drama_0321,4.5
user_0036,drama_0033,4.5
user_0036,drama_0019,5.0
user_0036,drama_0151,4.5
user_0036,drama_0155,4.5
user_0036,drama_0011,5.0
user_0036,drama_0243,4.5
user_0036,drama_0305,4.0
user_0036,drama_0304,4.5
user_0036,drama_0057,4.5
user_0037,drama_0015,5.0
user_0037,drama_0190,4.5
user_0037,drama_0291,4.5
user_0037,drama_0120,5.0
user_0037,drama_0048,5.0
user_0037,drama_0333,4.5
user_0037,drama_0169,4.5
user_0037,drama_0139,4.5
user_0037,drama_0245,5.0
user_0037,drama_0265,4.5
user_0037,drama_0205,4.5
user_0037,drama_0315,4.5
user_0037,drama_0195,4.0
user_0037,drama_0323,4.0
user_0037,drama_0031,5.0
user_0037,drama_0318,4.0
user_0037,drama_0268,4.0
user_0037,drama_0122,4.5
user_0037,drama_0058,5.0
user_0037,drama_0066,5.0
user_0038,drama_0115,5.0
user_0038,drama_0343,4.0
user_0038,drama_0077,5.0
user_0038,drama_0003,5.0
user_0038,drama_0017,4.5
user_0038,drama_0112,4.5
user_0038,drama_0275,5.0
user_0038,drama_0243,4.5
user_0038,drama_0039,4.5
user_0038,drama_0136,5.0
user_0038,drama_0139,4.0
user_0038,drama_0238,4.5
user_0038,drama_0163,4.0
user_0038,drama_0252,4.0
user_0038,drama_0067,4.5
user_0038,drama_0166,4.5
user_0038,drama_0327,4.0
user_0038,drama_0018,4.5
user_0038,drama_0302,4.5
user_0038,drama_0169,5.0
user_0039,drama_0171,4.5
user_0039,drama_0279,5.0
user_0039,drama_0155,4.5
user_0039,drama_0057,4.5
user_0039,drama_0069,5.0
user_0039,drama_0103,5.0
user_0039,drama_0046,5.0
user_0039,drama_0224,4.0
user_0039,drama_0206,4.5
user_0039,drama_0187,4.5
user_0039,drama_0012,4.5
user_0039,drama_0101,4.0
user_0039,drama_0326,3.0
user_0039,drama_0225,5.0
user_0039,drama_0105,4.0
user_0039,drama_0319,4.5
user_0039,drama_0245,4.5
user_0039,drama_0240,4.5
user_0039,drama_0045,5.0
user_0039,drama_0246,4.5
user_0039,drama_0036,4.5
user_0039,drama_0111,4.5
user_0039,drama_0288,4.0
user_0039,drama_0221,4.5
user_0039,drama_0164,4.5
user_0040,drama_0105,5.0
user_0040,drama_0016,5.0
user_0040,drama_0337,4.0
user_0040,drama_0235,5.0
user_0040,drama_0134,5.0
user_0040,drama_0212,4.5
user_0040,drama_0258,4.5
user_0040,drama_0166,4.5
user_0040,drama_0042,4.5
user_0040,drama_0336,4.0
user_0040,drama_0004,5.0
user_0040,drama_0248,5.0
user_0040,drama_0172,4.5
user_0040,drama_0180,4.5
user_0040,drama_0244,4.5
user_0040,drama_0327,4.0
user_0040,drama_0259,4.5
user_0041,drama_0072,5.0
user_0041,drama_0045,4.5
user_0041,drama_0224,4.5
user_0041,drama_0029,5.0
user_0041,drama_0213,5.0
user_0041,drama_0126,4.5
user_0041,drama_0024,4.5
user_0041,drama_0002,4.5
user_0041,drama_0223,4.5
user_0041,drama_0256,4.0
user_0041,drama_0262,4.0
user_0041,drama_0230,4.0
user_0041,drama_0279,4.5
user_0041,drama_0176,4.5
user_0041,drama_0255,4.5
user_0041,drama_0071,4.5
user_0041,drama_0295,4.5
user_0041,drama_0154,5.0
user_0041,drama_0237,4.0
user_0041,drama_0192,4.5
user_0041,drama_0153,4.5
user_0042,drama_0178,5.0
user_0042,drama_0103,5.0
user_0042,drama_0159,5.0
user_0042,drama_0282,5.0
user_0042,drama_0304,4.5
user_0042,drama_0113,4.0
user_0042,drama_0147,5.0
user_0042,drama_0041,4.5
user_0042,drama_0036,4.5
user_0042,drama_0002,5.0
user_0042,drama_0160,4.5
user_0042,drama_0061,5.0
user_0042,drama_0010,5.0
user_0042,drama_0056,5.0
user_0042,drama_0281,4.0
user_0042,drama_0251,4.5
user_0042,drama_0166,4.5
user_0043,drama_0312,3.5
user_0043,drama_0205,3.5
user_0043,drama_0210,5.0
user_0043,drama_0173,5.0
user_0043,drama_0055,4.0
user_0043,drama_0217,4.0
user_0043,drama_0191,4.0
user_0043,drama_0306,4.0
user_0043,drama_0248,4.5
user_0043,drama_0277,4.5
user_0043,drama_0072,4.5
user_0043,drama_0229,4.0
user_0043,drama_0115,4.5
user_0043,drama_0066,4.5
user_0043,drama_0122,4.5
user_0043,drama_0035,4.5
user_0043,drama_0117,4.5
user_0043,drama_0241,4.0
user_0043,drama_0034,4.0
user_0043,drama_0228,4.0
user_0044,drama_0245,4.5
user_0044,drama_0077,5.0
user_0044,drama_0086,5.0
user_0044,drama_0247,5.0
user_0044,drama_0266,4.5
user_0044,drama_0180,4.5
user_0044,drama_0189,4.5
user_0044,drama_0174,4.5
user_0044,drama_0186,5.0
user_0044,drama_0100,5.0
user_0044,drama_0015,5.0
user_0044,drama_0224,5.0
user_0044,drama_0259,4.5
user_0044,drama_0285,5.0
user_0044,drama_0048,5.0
user_0044,drama_0330,4.0
user_0044,drama_0145,5.0
user_0044,drama_0135,4.5
user_0044,drama_0152,5.0
user_0045,drama_0190,4.5
user_0045,drama_0112,5.0
user_0045,drama_0034,4.5
user_0045,drama_0108,4.5
user_0045,drama_0241,4.0
user_0045,drama_0047,5.0
user_0045,drama_0057,4.5
user_0045,drama_0151,4.5
user_0045,drama_0137,5.0
user_0045,drama_0198,4.5
user_0045,drama_0193,4.5
user_0045,drama_0314,4.0
user_0045,drama_0238,4.0
user_0045,drama_0211,4.5
user_0046,drama_0088,5.0
user_0046,drama_0123,4.0
user_0046,drama_0212,4.0
user_0046,drama_0248,4.5
user_0046,drama_0181,5.0
user_0046,drama_0243,4.0
user_0046,drama_0304,4.5
user_0046,drama_0058,4.5
user_0046,drama_0024,5.0
user_0046,drama_0048,5.0
user_0046,drama_0097,5.0
user_0046,drama_0019,5.0
user_0046,drama_0055,4.5
user_0047,drama_0213,4.5
user_0047,drama_0227,5.0
user_0047,drama_0322,4.5
user_0047,drama_0093,4.5
user_0047,drama_0311,4.5
user_0047,drama_0344,4.0
user_0047,drama_0067,5.0
user_0047,drama_0023,5.0
user_0047,drama_0072,5.0
user_0047,drama_0010,5.0
user_0047,drama_0054,4.5
user_0047,drama_0001,4.5
user_0047,drama_0135,5.0
user_0047,drama_0191,4.0
user_0047,drama_0270,4.5
user_0047,drama_0096,5.0
user_0047,drama_0028,4.0
user_0047,drama_0145,4.5
user_0047,drama_0088,5.0
user_0047,drama_0048,4.5
user_0047,drama_0107,5.0
user_0047,drama_0186,4.5
user_0048,drama_0047,4.5
